Rg,Spieler,Land,Pos,Verein,Alt,Geboren,90,Ver,Live,Tot,FS,SP,Pressen,W,Fla,EB,Innen,AuÃŸen,Ger.,Boden,Tief,Hoch,Links,Rechts,Kopf,EW,Andere,Vol,Aus,AuÃŸerhalb,Abg,Blocks,Spiele
456,Jonathan Tah\Jonathan-Tah,de GER,DF,Leverkusen,24,1996,24.7,79.0,76.5,2.51,1.26,0.04,8.18,1.78,0.12,0.00,0.00,0.00,0.00,64.0,6.15,8.79,14.9,58.0,3.24,1.26,0.12,71.8,0.12,0.45,0.85,0.61,Spiele
457,Edmond Tapsoba\Edmond-Tapsoba,bf BFA,DF,Leverkusen,21,1999,29.5,93.1,90.1,2.98,2.03,0.10,8.98,3.29,0.03,0.00,0.00,0.00,0.00,77.8,7.36,7.97,13.3,76.6,1.86,0.20,0.03,84.7,0.07,0.81,1.02,0.75,Spiele
458,Niklas Tauer\Niklas-Tauer,de GER,MFDF,Mainz 05,19,2001,0.8,33.8,27.5,6.25,0.00,0.00,7.50,0.00,1.25,0.00,0.00,0.00,0.00,12.5,8.75,12.5,3.75,20.0,1.25,6.25,0.00,21.3,0.00,2.50,1.25,1.25,Spiele
459,Lino Tempelmann\Lino-Tempelmann,de GER,MFDF,Freiburg,21,1999,3.0,53.7,51.0,2.67,0.00,0.00,10.3,0.67,1.00,0.00,0.00,0.00,0.00,35.7,7.67,10.3,11.0,33.0,5.00,2.33,0.33,42.0,0.00,2.00,0.67,2.33,Spiele
460,Cedric Teuchert\Cedric-Teuchert,de GER,FWMF,Union Berlin,23,1997,8.4,24.4,23.3,1.07,0.12,0.12,5.48,0.48,0.48,0.24,0.00,0.12,0.12,15.8,5.12,3.45,6.07,15.2,1.67,0.24,0.48,17.7,0.12,0.83,1.19,0.71,Spiele
461,Malick Thiaw\Malick-Thiaw,de GER,DF,Schalke 04,18,2001,16.1,47.3,44.3,2.92,1.06,0.00,5.34,1.06,0.06,0.00,0.00,0.00,0.00,34.3,5.16,7.83,10.1,32.5,1.61,1.86,0.12,38.6,0.12,1.37,0.87,0.81,Spiele
462,Jan Thielmann\Jan-Thielmann,de GER,FWMF,Köln,18,2002,11.4,31.5,30.2,1.32,0.00,0.00,6.49,0.79,1.75,0.00,0.00,0.00,0.00,17.1,6.75,7.63,1.67,26.0,2.11,0.61,0.26,20.1,0.18,1.58,0.53,3.07,Spiele
463,Erik Thommy\Erik-Thommy,de GER,DFFW,Stuttgart,25,1994,3.5,40.9,38.0,2.86,0.57,0.29,6.86,0.86,2.29,1.14,0.86,0.29,0.00,27.4,6.57,6.86,6.86,30.3,1.43,1.14,0.57,29.4,0.00,0.29,1.43,2.57,Spiele
464,Marcus Thuram\Marcus-Thuram,fr FRA,FW,M'Gladbach,22,1997,19.2,30.7,29.9,0.83,0.00,0.16,8.44,0.52,1.35,0.00,0.00,0.00,0.00,20.9,5.16,4.69,5.99,20.1,2.24,0.05,0.47,21.9,0.00,0.31,0.94,1.51,Spiele
465,Steffen Tigges\Steffen-Tigges,de GER,FWDF,Dortmund,22,1998,0.6,36.7,33.3,3.33,0.00,0.00,18.3,1.67,1.67,0.00,0.00,0.00,0.00,15.0,10.0,11.7,13.3,10.0,3.33,0.00,0.00,18.3,0.00,1.67,1.67,1.67,Spiele
466,Guus Til\Guus-Til,nl NED,FW,Freiburg,22,1997,1.4,25.0,25.0,0.00,0.00,0.00,13.6,0.00,0.71,0.00,0.00,0.00,0.00,14.3,10.0,0.71,2.86,20.0,0.00,0.00,1.43,15.7,0.00,0.00,0.71,2.86,Spiele
467,Corentin Tolisso\Corentin-Tolisso,fr FRA,MF,Bayern Munich,25,1994,8.7,62.8,60.5,2.30,1.26,0.11,9.08,3.10,0.69,0.69,0.34,0.34,0.00,45.6,8.16,8.97,7.59,51.7,1.49,0.23,0.23,53.9,0.23,0.34,1.03,1.26,Spiele
468,Ömer Toprak\Omer-Toprak,tr TUR,DF,Werder Bremen,31,1989,21.6,48.6,45.1,3.47,3.38,0.00,5.14,0.88,0.00,0.00,0.00,0.00,0.00,36.4,3.61,8.56,13.9,30.6,2.87,0.09,0.19,40.5,0.23,0.88,1.06,0.37,Spiele
469,Jordan Torunarigha\Jordan-Torunarigha,de GER,DF,Hertha BSC,22,1997,10.8,58.4,55.8,2.59,0.56,0.09,4.54,1.30,0.28,0.00,0.00,0.00,0.00,46.3,4.91,7.22,38.1,14.6,2.59,2.04,0.19,51.4,0.28,0.93,0.28,1.11,Spiele
470,Almamy Touré\Almamy-Toure,ml MLI,DF,Eint Frankfurt,24,1996,7.8,43.8,39.6,4.23,0.13,0.00,6.92,1.28,4.49,0.00,0.00,0.00,0.00,22.7,9.49,11.7,4.62,31.8,1.79,4.10,0.00,28.8,0.13,0.90,0.90,3.46,Spiele
471,Lucas Tousart\Lucas-Tousart,fr FRA,MF,Hertha BSC,23,1997,23.2,36.6,35.7,0.82,0.73,0.09,7.03,2.07,0.43,0.00,0.00,0.00,0.00,23.9,4.44,8.23,5.39,26.4,2.50,0.09,0.00,28.8,0.26,0.95,0.52,1.12,Spiele
472,Ibrahima Traoré\Ibrahima-Traore,gn GUI,FWDF,M'Gladbach,32,1988,1.1,45.5,41.8,3.64,0.91,0.00,6.36,0.91,3.64,0.91,0.91,0.00,0.00,31.8,6.36,7.27,33.6,10.0,0.00,1.82,0.00,30.0,0.00,0.00,0.91,3.64,Spiele
473,Kevin Trapp\Kevin-Trapp,de GER,TW,Eint Frankfurt,30,1990,33.0,41.0,30.7,10.3,2.30,0.00,3.58,0.70,0.00,0.00,0.00,0.00,0.00,20.4,0.97,19.6,5.09,29.5,0.03,0.00,4.91,28.6,0.15,0.76,0.24,0.12,Spiele
474,Christopher Trimmel\Christopher-Trimmel,at AUT,DF,Union Berlin,33,1987,28.6,54.2,39.2,15.0,2.06,0.03,5.70,2.97,3.01,3.43,1.50,1.57,0.21,23.7,13.5,17.0,4.65,36.6,2.73,9.51,0.03,38.7,0.38,0.87,1.22,1.85,Spiele
475,Tuta\Tuta,br BRA,DF,Eint Frankfurt,21,1999,16.2,61.4,58.8,2.59,0.99,0.00,7.78,0.93,0.25,0.00,0.00,0.00,0.00,47.6,4.57,9.20,6.30,49.9,2.16,1.60,0.12,52.5,0.12,1.11,0.74,0.62,Spiele
476,Dayot Upamecano\Dayot-Upamecano,fr FRA,DF,RB Leipzig,21,1998,25.9,84.6,82.8,1.81,1.66,0.12,9.31,2.47,0.12,0.00,0.00,0.00,0.00,65.9,6.95,11.7,8.84,70.8,2.63,0.12,0.12,75.4,0.15,0.85,1.20,0.81,Spiele
477,Mark Uth\Mark-Uth,de GER,FWMF,Schalke 04,28,1991,16.6,33.2,28.4,4.82,1.81,0.00,6.39,2.11,1.20,2.05,0.48,1.45,0.12,20.2,5.42,7.59,26.6,4.88,0.90,0.12,0.18,24.5,0.30,0.60,0.72,1.02,Spiele
478,Ruben Vargas\Ruben-Vargas,ch SUI,MFFW,Augsburg,21,1998,17.9,30.3,29.1,1.23,0.00,0.28,7.82,0.50,0.89,0.06,0.06,0.00,0.00,20.3,5.47,4.53,3.91,23.7,1.01,1.17,0.06,23.1,0.06,0.50,1.01,1.73,Spiele
479,Miloš Veljkovi?\Milos-Veljkovic,rs SRB,DF,Werder Bremen,24,1995,19.1,43.7,41.3,2.41,2.15,0.00,5.29,1.41,0.05,0.00,0.00,0.00,0.00,26.9,3.56,13.2,9.37,31.2,2.09,0.26,0.00,32.7,0.05,0.84,0.68,0.89,Spiele
480,Michel Vlap\Michel-Vlap,nl NED,MFFW,Arminia,23,1997,4.1,28.8,23.2,5.61,1.22,0.00,5.85,2.93,0.98,2.20,1.22,0.49,0.24,16.8,4.15,7.80,4.15,21.5,1.95,0.24,0.00,19.5,0.00,0.49,0.98,2.20,Spiele
481,Andreas Voglsammer\Andreas-Voglsammer,de GER,FWMF,Arminia,28,1992,11.1,24.1,23.5,0.63,0.18,0.00,7.12,0.72,1.89,0.00,0.00,0.00,0.00,10.8,5.59,7.75,4.14,12.4,3.33,0.27,0.63,14.1,0.00,0.81,1.44,1.26,Spiele
482,Kevin Vogt\Kevin-Vogt,de GER,DF,Hoffenheim,28,1991,20.5,72.2,69.8,2.39,2.20,0.05,6.44,3.95,0.10,0.00,0.00,0.00,0.00,52.2,6.68,13.3,3.07,64.9,3.32,0.20,0.00,64.4,0.05,0.88,0.88,0.20,Spiele
483,Wout Weghorst\Wout-Weghorst,nl NED,FW,Wolfsburg,27,1992,32.7,25.4,24.3,1.19,0.03,0.09,8.26,0.37,0.28,0.00,0.00,0.00,0.00,13.7,6.76,4.98,2.51,16.3,3.00,0.12,0.55,17.2,0.15,0.37,0.92,1.25,Spiele
484,Mitchell Weiser\Mitchell-Weiser,de GER,DF,Leverkusen,26,1994,2.5,84.0,70.4,13.6,1.20,0.00,10.4,0.00,1.60,0.00,0.00,0.00,0.00,58.8,12.8,12.4,9.60,58.0,4.00,12.4,0.00,70.8,0.80,0.80,1.20,1.60,Spiele
485,Wendell\Wendell,br BRA,DF,Leverkusen,27,1993,16.2,74.0,65.5,8.46,0.68,0.06,7.41,1.05,1.05,0.00,0.00,0.00,0.00,54.1,12.1,7.72,56.7,6.05,2.59,7.78,0.43,63.7,0.37,0.86,1.36,1.67,Spiele
486,Oscar Wendt\Oscar-Wendt,se SWE,DF,M'Gladbach,34,1985,13.9,51.6,40.7,10.9,1.29,0.00,4.75,0.94,1.58,0.00,0.00,0.00,0.00,30.7,7.77,13.1,30.8,8.92,1.58,9.57,0.14,40.1,0.22,0.50,1.65,1.65,Spiele
487,William\William,br BRA,FW,Wolfsburg,25,1995,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Spiele
488,William\William,br BRA,DFFW,Schalke 04,25,1995,5.3,44.2,33.4,10.8,1.51,0.00,7.92,0.75,1.32,0.38,0.00,0.38,0.00,21.3,11.1,11.7,4.53,27.0,2.45,8.87,0.19,25.8,0.19,1.51,2.64,3.77,Spiele
489,Marten Winkler\Marten-Winkler,de GER,FW,Hertha BSC,17,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spiele
490,Florian Wirtz\Florian-Wirtz,de GER,MF,Leverkusen,17,2003,24.7,42.4,40.7,1.66,0.20,0.24,9.92,0.81,0.53,0.16,0.04,0.04,0.00,30.8,6.96,4.62,4.49,36.0,0.97,0.49,0.28,33.2,0.04,0.57,1.82,1.70,Spiele
491,Axel Witsel\Axel-Witsel,be BEL,MF,Dortmund,31,1989,12.6,63.5,61.7,1.75,1.59,0.00,9.37,1.35,0.08,0.00,0.00,0.00,0.00,55.1,4.05,4.37,4.92,55.4,1.67,0.16,0.08,59.7,0.16,0.48,0.24,0.56,Spiele
492,Hannes Wolf\Hannes-Wolf,at AUT,MFFW,M'Gladbach,21,1999,15.3,36.7,36.3,0.46,0.13,0.20,10.9,0.33,0.33,0.00,0.00,0.00,0.00,29.2,4.44,3.07,21.5,13.0,0.98,0.13,0.26,28.0,0.07,0.39,1.31,2.29,Spiele
493,Marius Wolf\Marius-Wolf,de GER,DFMF,Köln,25,1995,28.3,44.6,37.5,7.10,0.81,0.04,6.50,1.38,1.98,0.00,0.00,0.00,0.00,24.5,10.9,9.22,2.05,33.5,1.55,6.29,0.46,30.7,0.14,1.24,1.55,3.18,Spiele
494,Nick Woltemade\Nick-Woltemade,de GER,FWMF,Werder Bremen,18,2002,1.6,24.4,23.8,0.63,0.00,0.00,10.0,0.00,0.63,0.00,0.00,0.00,0.00,16.9,2.50,5.00,0.63,21.3,0.63,0.00,0.63,15.0,0.63,0.63,0.63,1.88,Spiele
495,Jeong Woo-yeong\Jeong-Woo-yeong,kr KOR,FWMF,Freiburg,20,1999,9.1,41.1,40.8,0.33,0.11,0.11,7.14,0.55,1.43,0.11,0.00,0.00,0.00,27.1,8.24,5.71,6.04,31.1,2.42,0.11,0.44,31.1,0.11,0.88,1.10,1.65,Spiele
496,Joscha Wosz\Joscha-Wosz,de GER,DFFW,RB Leipzig,18,2002,0.4,37.5,30.0,7.50,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,22.5,10.0,5.00,0.00,27.5,2.50,7.50,0.00,27.5,0.00,0.00,0.00,2.50,Spiele
497,Reinhold Yabo\Reinhold-Yabo,de GER,MFFW,Arminia,28,1992,7.2,23.1,22.9,0.14,0.14,0.00,5.56,0.42,0.42,0.00,0.00,0.00,0.00,18.1,1.53,3.47,3.06,18.3,0.97,0.00,0.42,17.5,0.00,0.56,0.56,1.25,Spiele
498,Amin Younes\Amin-Younes,de GER,MFFW,Eint Frankfurt,26,1993,15.5,44.5,41.4,3.10,0.32,0.13,7.10,1.61,1.87,1.42,0.90,0.06,0.00,33.0,5.81,5.68,7.10,34.5,1.29,1.10,0.58,33.2,0.06,0.52,2.45,1.87,Spiele
499,Dan-Axel Zagadou\Dan-Axel-Zagadou,fr FRA,DF,Dortmund,21,1999,3.1,78.1,76.1,1.94,1.94,0.00,8.39,1.94,0.00,0.00,0.00,0.00,0.00,62.3,7.10,8.71,57.7,15.5,2.90,0.00,0.00,67.4,0.00,0.65,0.65,0.65,Spiele
500,Denis Zakaria\Denis-Zakaria,ch SUI,MFDF,M'Gladbach,23,1996,15.8,42.0,41.1,0.89,0.89,0.06,6.71,0.70,0.19,0.00,0.00,0.00,0.00,35.8,3.23,2.97,0.82,39.6,0.76,0.00,0.13,37.2,0.06,0.44,0.95,0.76,Spiele
501,Deyovaisio Zeefuik\Deyovaisio-Zeefuik,nl NED,DFMF,Hertha BSC,22,1998,10.1,48.4,38.8,9.60,0.40,0.00,9.60,1.39,2.08,0.00,0.00,0.00,0.00,25.6,12.4,10.4,2.87,30.0,3.37,9.21,0.00,36.6,0.50,0.89,1.68,1.88,Spiele
502,Robin Zentner\Robin-Zentner,de GER,TW,Mainz 05,25,1994,31.0,34.9,24.6,10.3,2.23,0.03,2.10,0.68,0.00,0.00,0.00,0.00,0.00,17.1,1.84,15.9,3.48,23.5,0.03,0.00,6.32,23.3,0.06,0.58,0.32,0.10,Spiele
503,Ron-Robert Zieler\Ron-Robert-Zieler,de GER,TW,Köln,31,1989,0.6,38.3,25.0,13.3,3.33,0.00,0.00,1.67,0.00,0.00,0.00,0.00,0.00,20.0,3.33,15.0,1.67,26.7,0.00,0.00,6.67,30.0,0.00,1.67,0.00,0.00,Spiele
504,Joshua Zirkzee\Joshua-Zirkzee,nl NED,FW,Bayern Munich,19,2001,1.0,30.0,26.0,4.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,21.0,6.00,3.00,9.00,18.0,1.00,0.00,0.00,24.0,0.00,1.00,2.00,1.00,Spiele
505,Steven Zuber\Steven-Zuber,ch SUI,DFMF,Eint Frankfurt,28,1991,6.5,51.8,48.6,3.23,0.62,0.15,10.6,1.23,2.77,0.00,0.00,0.00,0.00,33.2,10.0,8.62,17.1,30.0,1.85,2.62,0.15,39.4,0.46,1.08,0.77,3.38,Spiele
